freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.251031250000000000e+08,-1.486342341814808492e+02,-2.100000000000000000e+02,-1.486342341814658994e+02
-2.249812500000000000e+08,-1.437254564438417503e+02,-2.100000000000000000e+02,-1.437254564438282785e+02
-2.248593750000000000e+08,-1.393430538489390074e+02,-2.100000000000000000e+02,-1.393430538489252513e+02
-2.247375000000000000e+08,-1.357510744477055482e+02,-2.100000000000000000e+02,-1.357510744476933837e+02
-2.246156250000000000e+08,-1.329476101880536021e+02,-2.100000000000000000e+02,-1.329476101880435408e+02
-2.244937500000000000e+08,-1.308694841018064210e+02,-2.100000000000000000e+02,-1.308694841017983777e+02
-2.243718750000000000e+08,-1.294517778559435328e+02,-2.100000000000000000e+02,-1.294517778559375927e+02
-2.242500000000000000e+08,-1.286418813378305970e+02,-2.100000000000000000e+02,-1.286418813378265895e+02
-2.241281250000000000e+08,-1.284008119685988447e+02,-2.100000000000000000e+02,-1.284008119685967415e+02
-2.240062500000000000e+08,-1.287019164462845424e+02,-2.100000000000000000e+02,-1.287019164462841729e+02
-2.238843750000000000e+08,-1.295302572436585820e+02,-2.100000000000000000e+02,-1.295302572436600030e+02
-2.237625000000000000e+08,-1.308844588789758632e+02,-2.100000000000000000e+02,-1.308844588789790180e+02
-2.236406250000000000e+08,-1.327832469858901732e+02,-2.100000000000000000e+02,-1.327832469858951185e+02
-2.235187500000000000e+08,-1.352808254769585687e+02,-2.100000000000000000e+02,-1.352808254769654184e+02
-2.233968750000000000e+08,-1.385001305458076217e+02,-2.100000000000000000e+02,-1.385001305458181378e+02
-2.232750000000000000e+08,-1.427062555302919122e+02,-2.100000000000000000e+02,-1.427062555303082831e+02
-2.231531250000000000e+08,-1.484423777482780338e+02,-2.100000000000000000e+02,-1.484423777483062281e+02
-2.230312500000000000e+08,-1.552912440147186146e+02,-2.100000000000000000e+02,-1.552912440147369750e+02
-2.229093750000000000e+08,-1.541735653299634237e+02,-2.100000000000000000e+02,-1.541735653299178352e+02
-2.227875000000000000e+08,-1.512138588257842571e+02,-2.100000000000000000e+02,-1.512138588257419656e+02
-2.226656250000000000e+08,-1.498834730054742010e+02,-2.100000000000000000e+02,-1.498834730054269357e+02
-2.225437500000000000e+08,-1.494703289359478333e+02,-2.100000000000000000e+02,-1.494703289358952816e+02
-2.224218750000000000e+08,-1.495584154102040202e+02,-2.100000000000000000e+02,-1.495584154101494505e+02
-2.223000000000000000e+08,-1.499968904634559976e+02,-2.100000000000000000e+02,-1.499968904633917077e+02
-2.221781250000000000e+08,-1.507562746315012419e+02,-2.100000000000000000e+02,-1.507562746314260380e+02
-2.220562500000000000e+08,-1.517951910614470705e+02,-2.100000000000000000e+02,-1.517951910613519999e+02
-2.219343750000000000e+08,-1.530014237954101759e+02,-2.100000000000000000e+02,-1.530014237952846372e+02
-2.218125000000000000e+08,-1.542821210796428204e+02,-2.100000000000000000e+02,-1.542821210794784008e+02
-2.216906250000000000e+08,-1.557677167711132427e+02,-2.100000000000000000e+02,-1.557677167709263415e+02
-2.215687500000000000e+08,-1.579229057549386539e+02,-2.100000000000000000e+02,-1.579229057547403841e+02
-2.214468750000000000e+08,-1.616102246271763931e+02,-2.100000000000000000e+02,-1.616102246269649356e+02
-2.213250000000000000e+08,-1.667498277154231232e+02,-2.100000000000000000e+02,-1.667498277153757726e+02
-2.212031250000000000e+08,-1.614028490675815135e+02,-2.100000000000000000e+02,-1.614028490676355432e+02
-2.210812500000000000e+08,-1.549686466752353340e+02,-2.100000000000000000e+02,-1.549686466752307297e+02
-2.209593750000000000e+08,-1.502819984153138648e+02,-2.100000000000000000e+02,-1.502819984153038604e+02
-2.208375000000000000e+08,-1.465948474676934552e+02,-2.100000000000000000e+02,-1.465948474676837918e+02
-2.207156250000000000e+08,-1.436425756462917036e+02,-2.100000000000000000e+02,-1.436425756462834613e+02
-2.205937500000000000e+08,-1.413272242634613463e+02,-2.100000000000000000e+02,-1.413272242634549798e+02
-2.204718750000000000e+08,-1.395943982586884147e+02,-2.100000000000000000e+02,-1.395943982586834125e+02
-2.203500000000000000e+08,-1.384035023260197477e+02,-2.100000000000000000e+02,-1.384035023260155128e+02
-2.202281250000000000e+08,-1.377241567071970678e+02,-2.100000000000000000e+02,-1.377241567071936856e+02
-2.201062500000000000e+08,-1.375388624145375616e+02,-2.100000000000000000e+02,-1.375388624145348615e+02
-2.199843750000000000e+08,-1.378474921446427004e+02,-2.100000000000000000e+02,-1.378474921446416772e+02
-2.198625000000000000e+08,-1.386734674106668024e+02,-2.100000000000000000e+02,-1.386734674106679108e+02
-2.197406250000000000e+08,-1.400735615127183280e+02,-2.100000000000000000e+02,-1.400735615127225060e+02
-2.196187500000000000e+08,-1.421573334153331416e+02,-2.100000000000000000e+02,-1.421573334153427197e+02
-2.194968750000000000e+08,-1.451347022238595912e+02,-2.100000000000000000e+02,-1.451347022238799411e+02
-2.193750000000000000e+08,-1.494573054678180597e+02,-2.100000000000000000e+02,-1.494573054678619428e+02
-2.192531250000000000e+08,-1.562996660721605622e+02,-2.100000000000000000e+02,-1.562996660722810134e+02
-2.191312500000000000e+08,-1.631986256645871265e+02,-2.100000000000000000e+02,-1.631986256647381595e+02
-2.190093750000000000e+08,-1.569373213678446746e+02,-2.100000000000000000e+02,-1.569373213678207719e+02
-2.188875000000000000e+08,-1.535737308993641363e+02,-2.100000000000000000e+02,-1.535737308993530519e+02
-2.187656250000000000e+08,-1.519070757371205218e+02,-2.100000000000000000e+02,-1.519070757371297304e+02
-2.186437500000000000e+08,-1.510171354130674786e+02,-2.100000000000000000e+02,-1.510171354130923191e+02
-2.185218750000000000e+08,-1.505990787257918839e+02,-2.100000000000000000e+02,-1.505990787258308501e+02
-2.184000000000000000e+08,-1.505713023781440825e+02,-2.100000000000000000e+02,-1.505713023781860898e+02
-2.182781250000000000e+08,-1.508901616123272333e+02,-2.100000000000000000e+02,-1.508901616123693543e+02
-2.181562500000000000e+08,-1.514734875998444750e+02,-2.100000000000000000e+02,-1.514734875998770747e+02
-2.180343750000000000e+08,-1.522304106389017306e+02,-2.100000000000000000e+02,-1.522304106389186700e+02
-2.179125000000000000e+08,-1.531812881992860582e+02,-2.100000000000000000e+02,-1.531812881992858877e+02
-2.177906250000000000e+08,-1.545670032444003539e+02,-2.100000000000000000e+02,-1.545670032443832724e+02
-2.176687500000000000e+08,-1.568932323127512234e+02,-2.100000000000000000e+02,-1.568932323127107793e+02
