freq_offset_mhz,psd_dbfs_per_hz
-5.992187500000000000e+01,-1.019315054305057657e+02
-5.988281250000000000e+01,-1.018852684571645426e+02
-5.984375000000000000e+01,-1.017973643805251385e+02
-5.980468750000000000e+01,-1.017432865155306985e+02
-5.976562500000000000e+01,-1.017953863440598496e+02
-5.972656250000000000e+01,-1.018522071785689320e+02
-5.968750000000000000e+01,-1.018160347435380686e+02
-5.964843750000000000e+01,-1.017526137700720312e+02
-5.960937500000000000e+01,-1.017522904078843595e+02
-5.957031250000000000e+01,-1.017941068020154916e+02
-5.953125000000000000e+01,-1.018248388040560144e+02
-5.949218750000000000e+01,-1.018309269137601945e+02
-5.945312500000000000e+01,-1.018378114422489205e+02
-5.941406250000000000e+01,-1.018818875961357975e+02
-5.937500000000000000e+01,-1.019422892792257471e+02
-5.933593750000000000e+01,-1.020102975050665606e+02
-5.929687500000000000e+01,-1.020867583979075590e+02
-5.925781250000000000e+01,-1.021058443193932277e+02
